0	1	2
1151	1741	2
1742	147	2
2422	192	4
2588	1395	2
2823	1154	4
1318	784	4
386	535	3
1203	502	2
2321	343	2
616	1742	2
803	917	3
2824	1743	3
2825	44	2
1213	326	5
2826	666	3
5	671	3
1114	353	4
14	478	3
98	80	5
368	1600	3
2174	94	4
2827	75	3
543	174	3
733	355	3
1767	818	4
326	7	4
2499	1476	5
1885	918	2
2828	363	4
1758	146	1
2089	1445	5
2135	557	5
645	889	3
2829	943	3
370	931	3
126	185	4
878	127	4
1017	1744	4
1858	1736	3
2830	980	5
250	316	5
85	1340	3
2831	142	4
1668	8	3
2832	757	4
1121	1517	4
1019	794	5
799	1395	2
2833	49	3
2180	714	5
2254	413	1
990	793	2
1902	1041	3
236	458	3
2182	2	5
1732	533	3
96	1260	2
229	49	4
476	886	3
1553	64	3
1702	404	4
2416	362	2
617	1494	5
1209	80	4
2133	416	4
224	659	4
1953	131	5
1141	434	5
227	372	5
2834	91	3
879	170	5
794	289	4
2835	197	3
600	1324	3
2836	597	2
2837	273	5
588	701	4
2132	628	5
2838	1724	3
2839	96	3
2100	267	4
154	175	2
958	799	4
555	13	3
1508	444	5
1083	1661	5
2840	23	4
1020	200	5
2841	331	4
715	817	2
232	1561	4
2342	340	5
2752	1348	4
2842	1600	5
1968	228	1
556	822	5
2843	1127	5
277	339	3
2844	319	5
402	675	3
2845	662	4
2763	6	4
421	1188	4
2144	784	4
1854	161	4
423	1477	4
1773	967	3
2846	1151	5
182	587	1
1008	964	4
196	554	5
274	249	4
1990	1576	5
1468	1745	5
1270	32	2
212	788	4
2847	24	1
522	30	4
2343	1079	4
227	6	3
727	1286	4
2306	969	1
1382	477	3
2848	273	5
2849	1306	3
1928	1143	5
956	470	3
2369	687	5
2850	151	4
294	693	4
2851	1242	5
413	1048	5
2852	769	4
347	618	4
40	508	2
1809	63	5
1301	1228	4
543	83	4
1544	13	4
2441	957	4
2265	85	3
2853	712	5
96	855	5
129	1151	5
311	1746	3
2537	1627	4
386	1614	4
2854	1241	5
2815	1242	4
2855	967	4
1492	1004	4
518	1064	4
1251	329	4
2103	643	4
2778	404	5
2856	939	4
90	616	5
1821	105	2
1092	248	4
2857	1063	4
294	782	4
844	756	3
2858	832	5
2576	1089	3
353	432	3
2576	226	4
2859	284	3
1610	382	4
1395	52	4
2860	212	3
517	1010	5
409	368	4
2861	291	4
1368	491	4
1953	1747	4
1419	952	4
1196	1024	3
2587	19	4
1144	1078	2
1049	726	3
1976	723	4
2862	391	4
1968	2	4
1567	725	4
1204	433	4
2586	27	1
347	275	3
2695	602	5
2162	124	5
595	13	3
463	130	3
186	617	5
440	894	4
2676	646	4
212	155	4
619	1228	3
1145	137	5
2863	31	4
53	837	3
1495	894	3
1955	768	5
2082	1747	4
1936	274	4
1346	1027	3
331	447	4
1970	1157	1
737	410	3
304	1121	5
1967	1435	3
2864	1748	3
2588	736	3
2667	187	4
2865	168	3
945	803	3
2866	1256	4
370	1260	3
2867	1231	4
255	161	5
1177	848	4
2868	1335	2
2869	36	3
189	1749	4
2870	1466	1
202	153	5
1414	1750	3
148	293	3
1704	904	2
1841	661	5
2871	24	1
742	94	3
349	245	5
2872	437	4
204	733	5
77	994	3
161	1017	4
2873	110	1
315	503	3
1010	1325	3
357	1001	3
847	867	3
2874	597	3
2875	880	4
361	1751	4
900	771	5
2855	1752	5
2222	1095	5
233	928	5
285	357	3
1812	608	5
539	1753	3
1758	1754	1
2876	623	3
2877	329	5
1619	131	4
2759	1476	4
2535	1659	4
806	20	1
53	499	3
659	1755	3
141	448	5
416	557	5
1381	6	3
2489	1585	2
713	308	5
2878	109	1
420	894	5
308	808	5
1538	24	5
2822	943	2
2339	389	5
214	1578	4
2879	1756	4
269	81	4
2362	501	3
1537	695	4
2880	448	4
1234	785	3
239	1539	3
2881	880	3
2214	140	5
2495	1272	3
1480	1003	3
2882	332	3
541	715	3
2883	1570	3
304	74	2
2884	328	5
865	81	4
1151	493	5
1754	378	3
390	493	4
369	988	3
2257	13	4
661	1070	2
2885	495	5
505	1757	5
844	1417	4
1293	1032	2
399	339	5
2886	358	3
940	27	4
1559	17	3
1046	326	3
2887	471	1
2381	298	4
197	380	4
1012	104	4
659	713	4
2146	316	4
1163	336	5
1180	426	3
120	419	2
2888	153	5
940	378	4
1444	17	4
2017	583	3
1128	1393	3
995	85	4
1120	1676	3
2889	1163	5
1131	283	2
930	223	5
2890	1205	5
2520	399	4
2266	1044	3
2061	628	3
664	920	4
1212	31	5
182	535	4
400	30	4
720	392	4
98	1042	4
144	18	4
2804	153	5
2150	482	3
599	591	4
2891	1044	4
2125	404	3
2892	212	5
2506	345	4
232	235	3
2456	1069	1
652	477	4
1407	151	5
1151	107	2
989	325	4
124	707	4
957	1501	2
1136	218	5
1691	1230	5
1458	36	4
1750	1758	1
2893	353	3
1746	766	3
1605	1759	4
1469	973	4
2894	286	5
2421	618	4
1133	708	4
2895	357	5
1330	1318	3
140	404	4
530	632	4
1108	207	3
1241	437	5
684	102	5
1414	162	5
2896	504	3
111	1540	4
2897	225	4
1610	1637	3
1544	367	5
827	1053	1
229	683	5
2898	1249	5
282	963	5
2899	1573	5
2900	370	5
1702	1510	1
253	375	2
70	615	4
700	1760	5
1575	261	2
548	296	3
1359	696	4
2901	1182	5
135	24	3
361	767	4
2688	31	4
543	977	4
613	925	5
254	195	4
873	276	1
2095	226	4
962	440	3
232	904	3
612	105	3
2902	1634	3
227	408	4
2903	905	4
2904	91	5
835	466	2
2424	667	3
32	955	4
2905	119	2
1867	294	4
2906	426	5
2907	828	4
2155	1677	1
1414	5	1
1065	1121	5
2908	1273	3
2556	937	5
1291	1387	2
179	182	4
108	514	2
2356	1459	4
1109	1344	4
838	1109	5
2653	344	4
1361	325	4
1968	1062	4
1628	553	4
739	1761	2
659	2	5
835	1086	4
1690	1762	5
1303	196	3
1724	329	3
2142	479	4
565	461	4
2909	140	5
2910	463	3
899	328	4
739	986	4
1060	949	2
2911	1763	3
428	1295	2
1464	1269	1
715	1266	3
2134	334	4
2590	49	5
2912	980	4
2913	1120	4
1909	396	5
1140	30	2
1473	1054	4
1696	451	2
2914	31	5
539	39	3
395	1764	5
2915	1181	3
2155	245	4
1291	1765	4
1186	626	4
737	1766	1
2916	934	3
187	242	5
2876	555	3
2446	1242	2
2494	472	1
958	736	2
2917	1367	2
464	1325	5
2918	1640	2
8	700	2
924	475	2
2082	197	5
1906	1501	4
1923	1427	1
969	355	4
1082	677	5
1278	201	4
2408	690	4
1031	300	4
2478	33	4
208	568	3
1271	294	5
2283	326	4
2919	1021	3
1392	1767	4
1256	790	5
718	41	2
804	1302	4
2920	453	4
1015	201	5
246	105	5
2231	1044	4
2469	397	5
54	802	2
586	199	5
541	776	4
1023	940	5
2921	96	5
31	228	1
1270	504	3
2642	203	5
2044	1381	4
2922	188	5
2123	957	1
970	399	5
446	1357	4
1056	1198	4
2140	1001	4
2060	623	4
962	1130	3
2923	601	3
1264	593	5
2597	1038	4
2919	181	1
2897	285	3
2924	385	3
626	1768	1
2925	1769	5
1237	821	4
2926	501	3
2927	170	4
2928	1375	5
334	1770	4
248	130	5
1542	926	5
768	1253	3
2198	1152	5
757	8	2
1340	412	3
862	548	4
2874	42	1
684	405	5
1864	96	4
1951	1375	5
865	571	4
2929	1302	4
378	1771	4
2859	677	4
399	639	5
371	162	5
0	1772	5
1018	1049	3
2930	182	5
504	1249	5
1843	708	5
151	1079	4
1688	1010	5
88	31	4
690	228	3
673	31	4
2931	1465	4
1368	953	4
182	848	4
1022	1773	3
584	927	2
2932	1151	5
306	447	5
2933	347	3
2934	96	3
362	249	4
1652	814	4
2935	619	4
729	368	5
774	511	3
129	533	5
1140	407	3
1917	294	4
285	990	3
2265	687	3
151	371	4
1096	558	3
1972	1174	3
88	962	1
2936	348	4
904	131	4
1758	848	5
527	275	5
46	342	4
2937	249	3
1521	485	3
748	226	5
2938	427	3
468	404	5
394	1774	5
2939	703	5
600	1771	3
2940	1091	3
2941	146	3
2942	63	4
1117	226	3
1271	603	2
542	168	4
455	150	1
2943	210	3
2650	421	4
2332	1542	2
209	340	3
1327	1062	4
606	106	4
568	105	2
2944	106	4
159	354	4
350	1104	4
426	477	5
2945	139	5
334	369	2
2946	230	4
1003	1775	3
595	394	3
1417	121	4
1928	164	3
531	1017	5
719	802	3
1291	1776	4
162	976	3
2947	734	2
2948	600	4
2282	1131	3
2949	831	2
3	88	4
1241	942	4
228	937	4
230	1505	3
2710	908	3
2950	49	4
1852	1777	2
454	1724	1
1399	824	1
2951	1607	5
72	1778	3
767	387	4
1995	799	3
706	1779	2
407	1207	4
1254	1780	4
1742	109	3
1558	802	3
2952	584	3
1654	43	3
2347	112	3
2953	147	3
1270	708	5
1414	217	1
456	1781	5
2452	109	1
409	326	4
1044	2	1
143	855	4
1536	757	3
659	884	5
2150	1287	3
1277	875	3
598	889	3
2667	707	5
1151	147	2
918	215	3
474	86	3
119	1367	5
2698	256	4
178	362	3
2778	877	5
1044	1374	4
2954	1090	4
2955	526	4
2016	391	4
2526	208	2
652	585	5
1100	1355	2
2414	80	5
1182	1782	3
2956	380	4
111	1783	4
2537	776	3
574	546	4
65	1469	4
1015	1784	3
2957	203	4
544	1034	5
1745	1366	4
665	940	2
154	26	3
2432	524	2
1211	1023	4
1847	87	3
1406	364	3
2014	784	3
1721	7	3
831	51	5
815	914	4
2759	1379	5
141	1582	4
1026	127	3
2958	483	3
442	884	3
951	26	2
1014	1374	3
674	261	4
188	517	4
2959	943	3
2960	1130	4
2876	195	3
1394	1240	4
1330	1157	3
803	276	1
1701	372	4
630	1319	3
2961	67	5
1752	311	3
415	1538	3
1000	310	3
2774	23	4
351	1664	2
1447	623	2
1482	292	4
2962	151	4
2963	844	3
2964	619	3
1579	108	5
2592	262	4
49	80	4
2965	1785	3
1555	64	4
20	254	1
600	933	3
793	1578	4
1773	980	5
1733	254	4
1371	1786	3
2277	1787	1
2034	894	3
1773	1788	4
1092	1629	2
307	836	3
2966	511	4
2156	571	5
2967	308	4
397	44	3
795	725	1
2968	375	1
96	286	2
263	196	3
289	1037	4
1522	889	4
1239	348	4
2969	334	4
720	443	1
2233	1102	3
72	427	4
925	713	4
698	878	3
2315	337	3
1743	1120	4
1304	717	2
539	914	4
2607	803	2
477	575	4
2970	1156	3
2971	556	2
1443	1789	4
715	1048	5
2472	1117	2
2791	140	3
404	141	3
369	1240	3
1533	1016	4
88	1765	1
1944	197	2
609	449	4
88	1790	1
1146	1166	4
2314	693	3
2647	521	3
525	1178	4
2332	1791	4
2972	696	4
875	212	5
2973	1180	3
2974	403	4
263	991	3
2087	343	2
1252	1016	4
1767	176	3
2457	837	5
1042	1529	2
1778	1308	3
1201	207	4
2975	1792	2
359	799	5
2257	924	5
1260	220	5
1252	64	3
2976	473	3
2417	237	3
2977	920	3
2251	601	3
595	736	5
2394	616	3
1019	131	4
394	289	4
2978	1616	2
2979	155	4
332	1228	5
2975	80	3
1100	475	4
916	544	2
2980	39	4
2691	1793	3
2689	1210	3
1605	756	1
2981	1282	2
2982	217	4
804	1409	3
1357	519	4
2090	608	3
706	62	4
1372	600	5
1140	643	3
1177	1794	4
1579	220	5
2196	557	5
1118	643	3
158	952	4
2312	1766	5
333	165	4
2142	1416	5
1181	1096	3
2983	1795	3
1325	784	3
2426	991	5
1639	790	3
399	599	5
739	1796	3
312	200	4
683	119	4
776	1063	4
533	1797	5
439	1798	3
2984	7	2
2801	709	3
2985	1563	4
2518	162	4
2986	329	1
2987	1435	2
2988	633	5
1395	204	4
2539	677	4
2989	108	3
898	555	5
1350	61	5
2761	434	4
2422	414	3
967	295	4
428	779	2
2046	1624	3
787	1799	4
15	161	4
2990	20	3
2991	847	4
344	21	3
959	1062	4
2992	51	5
2524	434	5
291	1590	3
321	560	4
592	24	4
1197	13	3
416	724	3
200	1324	4
2883	609	3
1457	1396	1
306	1700	1
2181	1629	3
2993	135	4
1347	566	4
1054	367	3
571	221	1
2994	1788	4
2995	531	3
657	185	3
2501	271	5
1259	41	2
1750	951	5
2353	1235	4
1852	1724	1
682	468	3
2619	300	5
1076	1800	2
168	1801	3
415	1559	1
93	1055	4
272	1355	4
2996	773	4
2997	24	4
361	1096	1
965	174	4
177	1241	2
1232	1802	3
2271	1788	4
2998	1260	3
1587	847	5
585	1152	4
2999	249	5
3000	914	1
3001	300	5
940	1051	4
2094	140	5
2615	628	4
1719	1186	3
1436	1477	3
1593	237	5
1372	1066	5
618	119	3
484	292	4
106	499	5
627	1121	4
3002	1141	2
371	1166	2
1331	1197	4
422	961	1
3003	530	2
3004	382	2
3005	1344	3
1051	1714	1
1639	1559	2
1169	874	4
399	620	4
3006	450	2
606	991	5
3007	291	5
3008	339	4
308	1803	2
542	55	2
1065	346	5
1082	671	5
835	628	4
1898	951	4
1000	407	2
3009	1509	4
2016	398	5
1042	332	4
2608	685	4
55	62	3
2001	1804	3
692	111	4
155	495	5
3010	1367	2
3011	1143	5
992	85	3
2913	239	5
3012	1799	4
2597	274	2
546	1393	5
447	1148	3
3013	198	5
3014	782	4
884	1190	2
3015	713	4
2065	957	3
320	1221	1
1760	976	3
1281	1272	1
3016	1095	4
430	267	5
142	399	4
975	94	2
669	261	3
489	708	3
903	179	4
2073	110	4
56	219	5
570	837	5
682	712	3
763	62	4
619	1268	4
540	682	3
3017	977	4
3018	753	2
1369	282	4
842	908	4
3019	1736	1
2287	201	5
2405	778	5
1970	633	5
236	1157	1
227	1805	5
2197	300	5
2986	1668	4
1786	532	3
73	338	2
80	212	4
1869	131	5
1676	632	4
50	213	4
476	31	4
1196	1400	5
1270	14	4
126	24	1
1196	1502	3
1526	291	4
2129	434	4
3020	320	1
318	976	4
1908	489	3
349	845	4
416	1242	3
1578	62	5
2449	1555	4
2186	42	5
2981	166	3
3021	963	4
253	1806	2
2033	1395	4
2642	1059	4
3022	991	4
3023	1807	3
3024	940	4
1044	463	5
3025	227	3
1533	1049	2
575	1808	5
533	1252	4
3026	379	2
72	114	3
3027	1366	3
253	353	3
40	764	2
2676	32	4
3028	1366	3
1294	550	5
1418	1042	3
185	151	4
1993	739	3
1772	188	5
2821	1588	4
2814	1369	4
1330	519	4
2634	397	5
1210	408	4
856	938	2
831	1082	5
554	516	3
1169	391	4
32	167	4
1577	898	4
1065	908	4
177	1518	3
1339	241	4
1078	458	5
1923	1273	2
2718	1714	1
3029	1426	4
2230	76	5
3030	585	5
732	1704	5
907	523	3
565	1714	3
3031	1517	4
174	1582	4
3032	550	3
556	435	5
2737	1048	4
368	1308	3
1170	297	4
1636	505	3
845	189	4
3033	1809	3
682	706	4
1084	85	4
273	585	5
672	1629	3
2181	1810	2
1412	1178	5
224	537	3
2448	537	4
215	44	5
3006	1271	5
12	63	5
1252	1811	2
1255	837	4
3034	315	5
3035	863	2
552	7	5
3036	310	4
68	448	5
1913	677	5
1003	52	4
3037	1812	3
1314	430	1
1241	443	3
2896	177	4
756	1036	1
288	517	4
3038	961	3
1621	451	4
57	54	3
397	939	2
1199	320	4
64	1215	3
256	947	5
3039	298	3
298	292	4
287	357	3
548	1749	4
252	104	4
1974	220	5
1232	1813	3
147	481	4
3040	345	4
1605	322	5
1209	1249	4
859	178	5
6	212	4
1037	666	1
337	1062	4
88	1814	3
3041	405	5
146	56	2
2483	1316	4
356	446	1
1650	1243	2
3042	1056	4
1102	663	5
3043	908	2
1049	111	1
379	43	4
3044	942	5
26	680	1
3045	931	3
38	724	2
1972	294	4
3046	40	4
3047	483	5
899	732	3
3048	780	3
3049	36	4
158	1300	3
517	941	3
3050	1815	4
938	453	2
2720	1048	1
203	52	3
792	936	5
1339	1256	5
720	1816	1
1587	828	3
120	13	2
910	458	4
3051	1817	4
107	984	3
3052	1818	1
738	828	4
3053	1413	3
2871	824	4
1585	1451	1
1424	936	4
117	174	3
405	437	4
1051	437	4
548	89	2
3054	96	4
3055	1714	4
3056	397	5
2207	935	5
3057	13	4
715	578	4
296	609	3
1342	554	4
2639	1819	3
937	823	4
505	1017	4
2218	1820	3
644	1619	5
958	1821	3
1610	320	3
872	463	3
3058	1493	4
3059	12	5
1486	1236	4
3052	204	3
1160	44	4
1471	461	4
3060	273	5
1939	511	2
1304	303	4
586	1469	4
116	1091	4
1419	94	3
1849	162	5
1530	146	2
2278	328	3
2515	204	5
3061	677	3
2565	1242	3
1501	1608	3
1391	478	2
200	450	4
151	1050	3
21	1364	5
232	209	2
993	961	4
2066	440	4
2856	380	4
1362	1614	4
3062	237	4
3063	33	2
2823	725	5
1732	671	5
989	799	3
2642	426	3
1529	1386	2
849	101	4
3064	493	4
1408	1714	2
1915	249	5
3065	449	2
1904	547	5
3066	889	3
756	964	3
2333	1822	4
489	1701	3
796	941	3
1981	1559	3
1530	537	4
172	186	5
289	608	3
1547	298	4
174	399	4
2244	551	4
1433	36	3
2317	677	3
739	151	4
885	200	4
2326	708	5
848	42	4
738	230	4
3067	300	4
2277	585	5
2695	823	4
1590	111	4
3068	112	5
1194	253	3
2134	1082	2
3069	1157	4
1119	1200	3
824	693	5
2495	1182	3
218	162	5
90	1394	5
347	1126	4
110	1126	4
1466	392	5
1270	713	5
2870	1366	1
1484	1121	3
1553	294	4
1408	402	3
2354	945	5
3070	514	5
995	1823	4
2019	249	5
3071	275	3
11	1824	1
846	108	5
493	776	5
473	853	4
1924	174	4
799	1237	2
633	451	1
3072	1825	5
1198	91	4
425	581	5
518	620	3
1960	1178	3
3073	1282	4
358	1242	4
370	840	2
785	713	5
1486	195	4
414	99	5
1291	1774	3
600	1364	5
2719	202	3
2019	936	4
3074	404	5
3075	666	1
17	446	4
3076	905	2
1095	446	1
3077	412	5
1475	388	4
1299	1178	5
938	791	4
2100	1634	3
1588	259	5
1400	1826	2
1812	473	5
1732	88	4
1578	1736	3
601	1042	3
2571	437	5
3078	458	2
654	179	2
2199	956	4
698	523	4
426	1591	1
2703	661	5
1400	418	2
1730	1348	3
439	1405	3
717	625	3
618	242	4
3079	506	4
1177	180	4
1157	336	5
202	386	5
1455	458	3
590	405	5
3080	177	3
2203	927	3
234	825	3
2051	713	2
2395	140	4
815	442	3
80	1154	4
2385	671	5
1266	309	5
404	117	4
178	96	5
2041	109	3
1487	1827	4
109	1180	4
890	142	3
208	102	2
354	345	5
822	443	4
409	1360	3
3052	342	3
518	24	2
1334	722	3
990	1344	3
370	236	2
1095	1363	3
678	48	5
1154	229	1
1923	141	2
256	443	2
180	1066	4
3081	376	4
621	103	4
1182	285	4
3082	76	4
1905	76	5
32	1828	4
3083	1641	4
1243	1023	1
1466	1118	5
556	1632	3
3084	559	3
315	164	4
3085	837	5
474	309	5
204	618	4
2234	639	5
730	1563	3
1327	1578	3
2944	1802	3
2935	294	5
2574	1829	4
21	1046	4
1496	1093	3
2132	1830	5
2524	117	3
415	1831	2
1338	1367	2
1417	1832	3
2403	578	5
2399	1614	4
307	1269	3
454	1833	4
3086	1302	4
983	975	3
3087	14	4
318	42	4
775	953	5
2656	263	5
3088	276	3
916	965	3
807	613	5
2639	931	1
2761	1550	4
167	1834	4
2422	341	4
1277	1184	4
963	288	3
368	1835	2
157	1131	4
1383	230	5
1475	172	4
1720	393	2
661	756	3
1598	292	4
626	928	4
3043	494	2
1469	485	3
415	700	3
377	196	5
3089	51	4
356	316	5
1163	399	4
3090	374	5
2625	291	3
3091	585	4
40	162	5
553	1059	4
283	202	4
952	1221	1
1982	80	5
1429	155	3
919	890	4
1385	1587	2
1078	934	2
2886	951	5
110	1387	4
1548	48	4
1255	246	4
1260	124	3
3092	1192	1
570	1256	2
1746	381	5
1213	108	5
1503	1524	4
1799	1573	1
1700	1166	5
542	586	3
606	250	4
334	554	5
304	1836	4
2403	1837	4
795	245	4
568	420	3
3093	189	3
1997	652	5
675	1528	3
953	1120	5
1104	1616	2
1716	434	5
1562	879	1
1036	83	5
1533	897	4
2597	544	2
2723	707	3
621	1838	4
2303	62	5
1638	883	5
1800	294	5
179	417	3
1610	499	3
200	1458	4
3094	1277	4
1007	44	4
2125	1353	4
2935	977	5
505	1568	5
1241	478	3
1106	369	1
1916	1788	3
516	63	4
2989	449	3
207	147	3
2991	1325	2
1992	1519	5
287	408	5
2647	1839	3
180	448	4
961	3	4
49	31	4
326	1087	2
1612	241	3
3095	3	5
2544	670	4
1046	507	3
1777	624	4
1214	1360	4
1560	935	4
3096	928	4
3097	76	5
2569	616	2
2461	624	4
1883	270	3
1605	116	3
288	419	3
2141	1624	4
1726	837	5
2874	1126	4
2001	487	3
3065	924	2
2163	220	5
1993	885	5
202	1454	4
1048	758	4
2073	119	4
3098	643	2
913	312	5
1436	119	5
3099	541	2
3100	1186	5
2347	325	4
1970	235	4
23	499	2
2107	533	4
3101	419	4
1961	638	5
76	117	4
2973	533	4
643	146	4
1078	210	4
625	799	4
1104	1724	1
3102	911	3
80	98	5
1686	1374	5
1235	1125	2
1194	569	4
505	1284	3
2551	31	4
870	1191	3
1885	842	4
1384	6	4
148	965	2
2383	41	4
2376	398	4
1430	36	4
3103	117	3
1846	655	4
1688	117	3
48	366	4
2927	988	4
640	1840	4
1579	620	4
962	151	3
2710	667	5
3104	377	5
2224	603	5
392	372	4
626	1185	4
1468	1058	5
1743	208	4
1980	384	3
3105	711	1
895	828	4
2198	1483	3
1720	1210	4
359	771	4
147	41	1
232	1127	3
3106	1125	5
1238	1228	4
85	1352	4
1900	666	5
2331	333	3
1717	796	3
2660	110	4
2545	1141	2
2274	298	4
1442	381	5
3107	374	4
1698	1534	2
3108	282	4
699	443	3
2332	665	5
3109	289	4
2208	1066	5
2173	439	3
1066	5	5
608	699	3
3110	876	1
320	201	3
1743	866	2
631	610	4
531	200	4
3111	1841	3
3112	36	5
990	1058	4
2350	267	4
337	830	2
906	275	4
243	748	1
1348	54	4
1708	97	4
3113	1051	5
2648	215	5
3114	1476	5
2283	1289	2
1848	582	3
2590	1842	2
3045	887	4
3115	1325	3
970	363	5
982	1157	2
165	439	4
464	225	4
1691	713	4
3116	124	2
1042	230	5
612	1008	3
626	1843	3
1565	300	5
2485	805	3
3117	6	4
3118	609	3
1574	1844	4
1132	1651	4
1122	902	4
2152	5	5
3119	905	4
661	1179	5
3120	1645	4
1117	141	3
3121	294	3
1639	226	4
38	1845	2
1651	722	3
2987	407	3
23	254	2
2935	364	4
350	814	2
3122	1508	3
640	1846	4
2240	207	5
233	5	5
172	87	5
214	158	5
1101	1100	3
1174	0	4
518	528	1
1769	485	3
3036	452	1
1200	995	3
879	1119	2
2691	928	4
1795	1847	5
998	887	3
81	608	2
1663	109	2
618	578	4
583	1848	4
2295	502	4
192	179	3
1675	808	4
2846	679	5
1260	341	4
820	874	5
1628	357	4
2939	142	5
3123	275	3
1511	514	4
1675	1849	3
3124	1711	4
2019	597	5
3125	5	4
1110	551	5
129	1597	5
1087	1332	4
1613	1419	3
2588	300	5
547	87	3
148	82	3
684	489	4
736	256	4
2485	135	3
1751	248	5
181	1573	1
3126	1507	4
29	632	2
1252	1515	1
3009	1850	4
443	1535	3
789	916	2
2220	1604	1
719	1068	3
1145	660	4
82	51	4
154	726	4
593	940	5
1263	571	3
1965	1704	5
774	448	3
606	1851	4
937	1678	3
1785	209	3
1486	391	4
965	821	3
1430	477	4
1480	478	3
1846	793	3
844	407	2
3127	80	4
2073	269	2
2794	151	4
1562	1435	4
453	290	4
2651	153	5
1996	705	1
3128	945	3
1324	28	5
2824	413	3
3129	386	5
1745	1407	1
528	403	3
314	559	4
1968	682	2
2653	877	3
2615	1852	4
1463	1508	3
875	1162	3
2366	1241	4
536	1853	4
1347	374	4
314	125	5
1643	468	4
2024	717	2
1399	752	2
2972	1062	4
197	494	4
3130	363	3
2298	910	4
2711	848	3
1670	603	2
3131	249	5
1410	319	3
1670	360	4
1303	1130	2
368	1114	2
847	124	5
1245	105	2
1238	1031	2
59	1184	4
2457	576	4
2457	83	5
1155	576	5
1773	1083	3
2401	381	5
1052	350	4
926	618	3
2944	1021	3
897	926	4
387	1854	4
796	212	4
3132	976	5
187	1736	1
517	125	4
3133	1036	1
3116	1855	4
636	209	4
1704	32	5
505	953	4
1440	120	5
23	660	3
2059	308	5
1937	695	4
479	783	3
414	693	5
569	1367	3
416	1038	4
781	412	5
1592	1451	5
119	742	3
1793	250	3
396	1590	2
2879	1100	4
634	181	4
972	366	5
3134	1636	3
2621	665	5
621	1856	1
1042	494	3
233	116	5
2304	466	3
492	24	4
1877	1229	4
510	1275	3
920	894	3
3135	162	4
2877	679	5
339	675	2
310	732	4
2096	116	4
326	385	3
1768	226	3
3136	1	4
427	646	4
2652	1725	3
831	82	3
818	1016	5
1486	335	4
1321	1750	4
1455	648	3
1469	693	4
8	338	2
2599	820	5
2666	293	4
1574	119	4
337	1857	4
585	1858	3
378	935	4
839	904	3
2041	677	4
634	1017	4
2315	939	4
97	155	3
2941	106	4
2672	157	5
188	963	2
428	1542	1
1885	108	5
2768	675	5
539	1452	4
179	432	2
123	414	3
1594	319	5
1879	564	1
263	1380	3
739	821	3
2833	653	5
3137	244	1
2357	219	5
732	1240	3
2441	675	3
320	1001	4
343	79	5
1525	1378	3
2389	370	5
685	666	3
422	1103	3
3138	1380	2
599	291	3
2995	691	4
1118	454	4
1851	1859	3
795	984	5
263	714	3
3139	497	3
1768	1860	2
3140	354	5
304	210	3
2456	374	3
1737	318	4
3085	275	4
3141	909	5
835	1186	3
2018	300	4
1869	1150	3
1770	1124	1
462	158	3
1005	76	4
1177	791	4
119	26	1
2650	1485	3
1507	17	5
835	682	4
2910	168	4
98	810	4
1750	713	3
148	646	5
2457	1861	5
69	1456	1
1200	201	5
2599	308	5
729	325	4
706	1862	1
1823	404	5
1756	360	4
2866	1351	5
415	165	2
2775	218	5
221	285	5
3142	860	5
3143	76	4
3144	780	4
1044	1414	4
1029	1863	4
845	1864	3
1480	1293	4
179	291	3
3145	267	4
2822	131	5
1272	327	5
2515	1752	4
1119	237	4
309	894	4
3146	878	3
263	709	2
535	931	3
2083	1555	5
806	96	5
1368	1865	4
1207	43	1
1981	294	4
422	886	3
630	391	4
444	535	5
3147	119	3
1145	1118	5
471	675	4
2030	1653	3
2302	425	4
3148	83	4
419	63	5
1698	660	1
783	713	5
91	623	5
2530	632	4
351	62	4
574	257	5
2403	633	5
2549	950	3
2120	80	5
1144	201	4
3149	72	5
439	426	5
1898	1186	4
1289	693	4
2132	1866	4
307	1867	3
2844	356	3
102	147	5
966	485	3
1629	124	4
3150	1364	5
1710	1171	4
2691	416	4
2687	201	5
768	1868	3
2347	192	4
2649	1590	4
2539	446	4
2592	800	3
1212	1173	4
1941	743	3
2403	31	3
2062	1023	4
1568	744	3
285	1254	3
2001	167	2
759	226	4
1457	397	5
1532	941	3
3151	1869	1
764	204	5
697	1119	1
2386	60	1
989	965	3
3152	160	5
3153	640	5
267	643	4
361	990	4
651	70	4
1207	1870	1
1420	1474	1
807	1535	4
851	1407	3
2311	283	4
464	24	5
3154	1675	3
3155	1871	2
2957	151	3
3156	267	4
32	1204	4
489	1185	1
2916	1095	3
2614	200	4
613	1774	4
1201	977	4
1643	911	2
463	953	5
3157	353	2
911	890	4
3158	199	5
870	956	4
3159	201	4
2639	426	3
1008	708	4
1003	1601	5
1142	1788	3
2506	58	4
1995	989	1
548	1513	4
1334	1789	3
1207	1159	1
337	1714	3
3160	600	3
3132	1103	4
1054	429	4
314	131	5
2354	389	3
3161	55	5
1288	1704	5
2190	548	4
2947	151	5
2471	135	2
916	246	5
3162	179	5
2959	1872	3
41	889	4
98	1684	2
1468	332	4
2280	1683	4
2403	865	3
1661	1122	3
1638	88	5
1190	230	5
2150	48	3
339	1086	2
583	200	3
3163	742	2
379	1693	4
973	53	3
3164	724	5
2744	660	5
346	546	3
2019	653	5
513	134	3
795	1779	4
2280	375	3
