asin,result
222601,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Oat} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
14621,[Dish Type] {Roast} [Cuisine] {Irish} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
15917,[Dish Type] {Cake} [Cuisine] {Dessert} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich} [Meal Type] {Dessert}
asin,result
26358,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Comforting} [Meal Type] {Lunch}
asin,result
46815,[Dish Type] {Meat Entrée} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
19730,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Corn Chex} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
13693,[Dish Type] {Stuffing} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
24598,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
20177,[Dish Type] {Pancakes} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
15987,[Dish Type] {Nougat} [Cuisine] {American} [Primary Ingredient] {Peanuts} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
11843,[Dish Type] {Stew} [Cuisine] {British} [Primary Ingredient] {Potatoes} [Flavor Profile] {Comforting} [Meal Type] {Dinner}
asin,result
14126,[Dish Type] {Fried Appetizer} [Cuisine] {American} [Primary Ingredient] {Eggplant} [Flavor Profile] {Savory-Sweet} [Meal Type] {Snack}
asin,result
72595,[Dish Type] {Meatballs} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
14238,[Dish Type] {Salad} [Cuisine] {Mediterranean} [Primary Ingredient] {Chickpeas} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
asin,result
7856,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
8808,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Vegetables} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
63340,[Dish Type] {Stir-Fry} [Cuisine] {Western} [Primary Ingredient] {Brussels Sprouts} [Flavor Profile] {Earthy} [Meal Type] {Side Dish}
asin,result
75595,[Dish Type] {Sorbet} [Cuisine] {Italian} [Primary Ingredient] {Mango} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
24521,[Dish Type] {Baked Dish} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
13041,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Cream} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
73964,[Dish Type] {Zucchini Bake} [Cuisine] {American} [Primary Ingredient] {Zucchini} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
20747,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Onion} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
13150,[Dish Type] {Soup} [Cuisine] {Seafood} [Primary Ingredient] {Shrimp} [Flavor Profile] {Creamy} [Meal Type] {Appetizer}
asin,result
92546,[Dish Type] {Breakfast} [Cuisine] {American} [Primary Ingredient] {Pancakes} [Flavor Profile] {Sweet} [Meal Type] {Morning}
asin,result
14769,[Dish Type] {Roast} [Cuisine] {Western} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Dinner}
asin,result
18805,[Dish Type] {Macaroni and Cheese} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
25204,[Dish Type] {Meatloaf} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
188661,[Dish Type] {Soup} [Cuisine] {French} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
7238,[Dish Type] {Puff Pastry} [Cuisine] {British} [Primary Ingredient] {Flour} [Flavor Profile] {Buttery} [Meal Type] {Breakfast}
asin,result
79518,"[Dish Type] {Potato Dish} [Cuisine] {European} [Primary Ingredient] {Potato} [Flavor Profile] {Buttery, Herby} [Meal Type] {Side Dish}"
asin,result
73423,[Dish Type] {Steak} [Cuisine] {Western} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
13163,[Dish Type] {Stew} [Cuisine] {French} [Primary Ingredient] {Tomatoes} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
asin,result
11040,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
11298,[Dish Type] {Bar} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
72567,[Dish Type] {Dessert} [Cuisine] {Fruit-Based} [Primary Ingredient] {Yogurt} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
232675,[Dish Type] {Snack} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Savory} [Meal Type] {Breakfast}
asin,result
24573,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
34367,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Salami} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
asin,result
25185,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Rich} [Meal Type] {Main Course}
asin,result
22988,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Strawberry} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
153606,[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Beef} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
23689,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
24368,[Dish Type] {Pizza} [Cuisine] {Mediterranean} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
104982,[Dish Type] {Salad} [Cuisine] {Mediterranean} [Primary Ingredient] {Artichoke} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
asin,result
7272,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Carrot} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
8580,[Dish Type] {Burrito} [Cuisine] {Mexican} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
asin,result
19232,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
6760,[Dish Type] {Bread} [Cuisine] {Jewish} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
7506,[Dish Type] {Bar} [Cuisine] {American} [Primary Ingredient] {Peanut Butter} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
34419,[Dish Type] {Stew} [Cuisine] {Creole} [Primary Ingredient] {Sausage} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
8534,[Dish Type] {Stew} [Cuisine] {Indonesian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
87079,[Dish Type] {Chicken Curry} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
38033,[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Potato} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
9246,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Spiced} [Meal Type] {Snack}
asin,result
15282,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
101695,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
21643,[Dish Type] {Burger} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
87590,[Dish Type] {Vegetable Side Dish} [Cuisine] {Asian} [Primary Ingredient] {Green Beans} [Flavor Profile] {Savory-Sweet} [Meal Type] {Side Dish}
asin,result
13334,[Dish Type] {Soup} [Cuisine] {Italian} [Primary Ingredient] {Pasta} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
142382,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
44935,[Dish Type] {Hot Dog} [Cuisine] {American} [Primary Ingredient] {Hot Dog Bun} [Flavor Profile] {Cheesy} [Meal Type] {Lunch}
asin,result
142149,[Dish Type] {Sauce} [Cuisine] {Dessert} [Primary Ingredient] {Raspberry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
8101,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Mango} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
10201,[Dish Type] {Cookie} [Cuisine] {Greek} [Primary Ingredient] {Jam} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
14441,[Dish Type] {Salad} [Cuisine] {Thai} [Primary Ingredient] {Cabbage} [Flavor Profile] {Spicy} [Meal Type] {Appetizer}
asin,result
8714,[Dish Type] {Chicken Breast} [Cuisine] {Western} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
58097,[Dish Type] {Stir-Fry} [Cuisine] {Thai} [Primary Ingredient] {Tofu} [Flavor Profile] {Spicy-Sweet} [Meal Type] {Main Course}
asin,result
27197,[Dish Type] {Biscuit} [Cuisine] {Dog Food} [Primary Ingredient] {Grain} [Flavor Profile] {Neutral} [Meal Type] {Snack}
asin,result
15378,[Dish Type] {Baked Casserole} [Cuisine] {Mexican} [Primary Ingredient] {Cheese} [Flavor Profile] {Spicy-Savory} [Meal Type] {Dinner}
asin,result
9505,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich} [Meal Type] {Afternoon Tea}
asin,result
18072,[Dish Type] {Pickled} [Cuisine] {American} [Primary Ingredient] {Tomatoes} [Flavor Profile] {Tangy} [Meal Type] {Appetizer}
asin,result
104968,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Pasta} [Flavor Profile] {Sweet & Savory} [Meal Type] {Lunch}
asin,result
21259,[Dish Type] {Stew} [Cuisine] {Asian} [Primary Ingredient] {Rice} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
21360,[Dish Type] {Meat} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Spiced} [Meal Type] {Main Course}
asin,result
14295,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Lettuce} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
asin,result
14597,[Dish Type] {Stuffed Vegetable} [Cuisine] {Eastern European} [Primary Ingredient] {Cabbage} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
14464,[Dish Type] {Popcorn} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Snack}
asin,result
16468,[Dish Type] {Tuna Spread} [Cuisine] {American} [Primary Ingredient] {Tuna} [Flavor Profile] {Salty} [Meal Type] {Snack}
asin,result
60022,[Dish Type] {Casserole} [Cuisine] {Mexican} [Primary Ingredient] {Tortilla Chips} [Flavor Profile] {Spicy-Savory} [Meal Type] {Main Course}
asin,result
144346,[Dish Type] {Roasted Vegetable} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Earthy} [Meal Type] {Side Dish}
asin,result
16017,[Dish Type] {Dessert} [Cuisine] {Western} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
49152,[Dish Type] {Asparagus Dish} [Cuisine] {American} [Primary Ingredient] {Mushroom Sauce} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
20684,[Dish Type] {Shepherd’s Pie} [Cuisine] {British} [Primary Ingredient] {Potatoes} [Flavor Profile] {Comforting} [Meal Type] {Dinner}
asin,result
13029,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Bacon} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
21699,[Dish Type] {Quesadilla} [Cuisine] {Mexican} [Primary Ingredient] {Tortilla} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
asin,result
89091,[Dish Type] {Fritters} [Cuisine] {American} [Primary Ingredient] {Corn} [Flavor Profile] {Sweet and Crispy} [Meal Type] {Snack}
asin,result
222585,[Dish Type] {Chicken Parmesan} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
223188,[Dish Type] {Seafood Stir-Fry} [Cuisine] {Thai} [Primary Ingredient] {Shrimp} [Flavor Profile] {Sweet and Spicy} [Meal Type] {Main Course}
asin,result
9174,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Ice Cream} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
21712,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Strawberry} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
16611,[Dish Type] {Stew} [Cuisine] {Italian} [Primary Ingredient] {Mushrooms} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
24750,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Butternut Squash} [Flavor Profile] {Sweet} [Meal Type] {Main Course}
asin,result
97989,[Dish Type] {Rice Dish} [Cuisine] {Greek} [Primary Ingredient] {Feta Cheese} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
17036,[Dish Type] {Pancakes} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
91511,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Apple} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
15276,[Dish Type] {Roasted Vegetable} [Cuisine] {American} [Primary Ingredient] {Brussels Sprouts} [Flavor Profile] {Crispy} [Meal Type] {Side Dish}
asin,result
15895,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich} [Meal Type] {Dessert}
asin,result
54614,[Dish Type] {Roast} [Cuisine] {American} [Primary Ingredient] {Turkey} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
8625,[Dish Type] {Stew} [Cuisine] {Mexican} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
10466,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
59967,[Dish Type] {Stir-Fry} [Cuisine] {Chinese} [Primary Ingredient] {Tofu} [Flavor Profile] {Spicy-Savory} [Meal Type] {Lunch}
asin,result
146257,[Dish Type] {Stew} [Cuisine] {Southern} [Primary Ingredient] {Kale} [Flavor Profile] {Earthy} [Meal Type] {Lunch}
asin,result
13851,[Dish Type] {Sauce} [Cuisine] {American} [Primary Ingredient] {Cranberry} [Flavor Profile] {Sweet-Tart} [Meal Type] {Dessert}
asin,result
85534,[Dish Type] {Dip} [Cuisine] {American} [Primary Ingredient] {Hummus} [Flavor Profile] {Savory} [Meal Type] {Snack}
asin,result
65104,[Dish Type] {Biscuit} [Cuisine] {American} [Primary Ingredient] {Buttermilk} [Flavor Profile] {Rich} [Meal Type] {Breakfast}
asin,result
90314,[Dish Type] {Meatloaf} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
40450,[Dish Type] {Skewers} [Cuisine] {Grilled} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet & Savory} [Meal Type] {Dinner}
asin,result
16715,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Chickpeas} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
asin,result
236284,[Dish Type] {Fried Rice} [Cuisine] {Chinese} [Primary Ingredient] {Rice} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
233968,[Dish Type] {Soup} [Cuisine] {Vegetarian} [Primary Ingredient] {Orzo} [Flavor Profile] {Citrusy} [Meal Type] {Lunch}
asin,result
214164,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Penne} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
43789,[Dish Type] {Stew} [Cuisine] {Eastern European} [Primary Ingredient] {Cabbage} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
220996,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Apple} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
68768,[Dish Type] {Main Course} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
72237,[Dish Type] {Main Course} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
24069,[Dish Type] {Bake} [Cuisine] {American} [Primary Ingredient] {Apple} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
16641,[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Lentils} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
9576,[Dish Type] {Cupcake} [Cuisine] {Bakery} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich} [Meal Type] {Snack}
asin,result
47527,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Meat Sauce} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
211847,[Dish Type] {Risotto} [Cuisine] {Italian} [Primary Ingredient] {Rice} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
17837,[Dish Type] {Baked Casserole} [Cuisine] {Mexican} [Primary Ingredient] {Cheese} [Flavor Profile] {Spicy-Savory} [Meal Type] {Dinner}
asin,result
15449,[Dish Type] {Meatball Pasta} [Cuisine] {American} [Primary Ingredient] {Meatballs} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
13013,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
8861,[Dish Type] {Chicken Rice Bowl} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet-Savory} [Meal Type] {Main Course}
asin,result
10403,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
139467,[Dish Type] {Mashed Potatoes} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy} [Meal Type] {Side Dish}
asin,result
85032,[Dish Type] {Hot Beverage} [Cuisine] {American} [Primary Ingredient] {Milk} [Flavor Profile] {Spiced} [Meal Type] {Breakfast}
asin,result
35640,[Dish Type] {Salad} [Cuisine] {Mediterranean} [Primary Ingredient] {Meat} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
13078,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Bacon} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
8768,[Dish Type] {Chicken Wings} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory-Sweet} [Meal Type] {Appetizer}
asin,result
12009,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Fresh} [Meal Type] {Dinner}
asin,result
87845,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
11964,[Dish Type] {Lasagna} [Cuisine] {Mexican} [Primary Ingredient] {Cheese} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
asin,result
8033,[Dish Type] {Bundt Cake} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
7364,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
87934,[Dish Type] {Hamburger} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Smoky} [Meal Type] {Lunch}
asin,result
9231,[Dish Type] {Roast Pork} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
24148,[Dish Type] {Quiche} [Cuisine] {French} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Breakfast}
asin,result
45622,[Dish Type] {Waffle} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
86587,[Dish Type] {Breakfast} [Cuisine] {American} [Primary Ingredient] {Eggs} [Flavor Profile] {Savory} [Meal Type] {Morning}
asin,result
7255,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Gummy Worm} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
19481,[Dish Type] {Boil} [Cuisine] {Southern} [Primary Ingredient] {Corn} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
21352,[Dish Type] {Main Course} [Cuisine] {American} [Primary Ingredient] {Salmon} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
93290,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
8601,[Dish Type] {Appetizer} [Cuisine] {Mexican} [Primary Ingredient] {Fish} [Flavor Profile] {Spicy} [Meal Type] {Snack}
asin,result
14160,[Dish Type] {Salad} [Cuisine] {Vegetarian} [Primary Ingredient] {Broccoli} [Flavor Profile] {Crunchy} [Meal Type] {Lunch}
asin,result
87544,[Dish Type] {Salad} [Cuisine] {Vegetarian} [Primary Ingredient] {Tomato} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
asin,result
7261,[Dish Type] {Brownie} [Cuisine] {American} [Primary Ingredient] {Walnut} [Flavor Profile] {Rich} [Meal Type] {Dessert}
asin,result
24041,[Dish Type] {Candy} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
127500,[Dish Type] {Appetizer} [Cuisine] {American} [Primary Ingredient] {Shrimp} [Flavor Profile] {Crispy} [Meal Type] {Snack}
asin,result
19002,[Dish Type] {Ice Cream Sundae} [Cuisine] {American} [Primary Ingredient] {Vanilla Ice Cream} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
77007,[Dish Type] {Meatball} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
88193,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Sweet Potato} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
213737,[Dish Type] {Hard-Boiled Egg} [Cuisine] {Global} [Primary Ingredient] {Egg} [Flavor Profile] {Neutral} [Meal Type] {Breakfast}
asin,result
12969,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
23152,[Dish Type] {Stew} [Cuisine] {British} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
14731,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Pulled Pork} [Flavor Profile] {Savory-Sweet} [Meal Type] {Lunch}
asin,result
14415,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
149559,[Dish Type] {Stew} [Cuisine] {Mediterranean} [Primary Ingredient] {Beet} [Flavor Profile] {Earthy} [Meal Type] {Main Course}
asin,result
22760,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
12992,[Dish Type] {Sauce} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Side}
asin,result
17551,[Dish Type] {Snack} [Cuisine] {American} [Primary Ingredient] {Peanuts} [Flavor Profile] {Nutty} [Meal Type] {Between Meals}
asin,result
83793,[Dish Type] {Grilled Meat} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Smoky} [Meal Type] {Main Course}
asin,result
14539,[Dish Type] {Roast} [Cuisine] {Chinese} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
16415,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
14834,[Dish Type] {Baked Dish} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
12181,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
142614,[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Fish} [Flavor Profile] {Zesty} [Meal Type] {Lunch}
asin,result
45580,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
13182,[Dish Type] {Rice Dish} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
218826,[Dish Type] {Spaghetti} [Cuisine] {Italian} [Primary Ingredient] {Meatballs} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
21528,[Dish Type] {Flatbread} [Cuisine] {Mediterranean} [Primary Ingredient] {Feta Cheese} [Flavor Profile] {Savory} [Meal Type] {Snack}
asin,result
8107,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Oat} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
214194,[Dish Type] {Quiche} [Cuisine] {French} [Primary Ingredient] {Spinach} [Flavor Profile] {Earthy} [Meal Type] {Breakfast}
asin,result
23913,[Dish Type] {Stew} [Cuisine] {Indian} [Primary Ingredient] {Potato} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
9330,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Brown Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
93232,[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Beef} [Flavor Profile] {Spicy-Savory} [Meal Type] {Main Course}
asin,result
77156,[Dish Type] {Fish} [Cuisine] {Mediterranean} [Primary Ingredient] {Fish Fillet} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
